customer_id,customer_ratio_rewards, customer_ratio_payments,credit_utilization,single_score_for_customer 
 143570000 ,0.566402 , 0.954755,  0.998022, 1.474450 
 143630000 ,0.543760 , 1.000000,  0.999740, 1.478478 
 143740000 ,0.487163 , 0.908359,  0.997949, 1.210769 
 143890000 ,0.651211 , 1.000000,  0.998980, 1.771984 
 143980000 ,0.582207 , 0.940806,  0.998183, 1.494356 
 144030000 ,0.380114 , 1.000000,  0.995278, 1.038158 
 144150000 ,0.485717 , 1.000000,  0.998930, 1.321732 
 144220000 ,0.605305 , 1.000000,  0.994300, 1.654821 
 144320000 ,0.460796 , 0.953316,  0.993313, 1.203489 
 144410000 ,0.463588 , 0.999841,  0.984439, 1.279878 
 144560000 ,0.619595 , 1.000000,  0.998115, 1.687414 
 144670000 ,0.493611 , 1.000000,  0.997244, 1.345481 
 144760000 ,0.331818 , 1.000000,  0.997974, 0.903806 
 144810000 ,0.493916 , 0.974691,  0.995669, 1.314745 
 144960000 ,0.269166 , 0.964373,  0.997215, 0.708032 
 145030000 ,0.419894 , 0.988832,  0.999132, 1.129697 
 145110000 ,0.436568 , 1.000000,  0.982629, 1.207692 
 145260000 ,0.444188 , 1.000000,  0.998531, 1.209204 
 145350000 ,0.622295 , 1.000000,  0.997813, 1.695281 
 145450000 ,0.398544 , 0.917231,  0.996113, 1.001188 
 145560000 ,0.580707 , 0.943862,  0.996995, 1.496850 
 145630000 ,0.353443 , 0.993501,  0.992797, 0.961459 
 145730000 ,0.463116 , 1.000000,  0.996085, 1.263827 
 145830000 ,0.354074 , 0.914449,  0.993234, 0.889573 
 145960000 ,0.521002 , 0.986036,  0.997776, 1.399705 
 146020000 ,0.466736 , 1.000000,  0.996952, 1.272599 
 146120000 ,0.407466 , 1.000000,  0.996798, 1.111165 
 146240000 ,0.473454 , 0.960270,  0.998768, 1.238378 
 146320000 ,0.442791 , 0.937025,  0.996377, 1.134279 
 146420000 ,0.432516 , 0.917502,  0.995426, 1.087575 
 146570000 ,0.325892 , 1.000000,  0.998197, 0.887467 
 146680000 ,0.457583 , 1.000000,  0.997990, 1.246344 
 146770000 ,0.404883 , 1.000000,  0.999301, 1.101356 
 146880000 ,0.548264 , 1.000000,  0.999536, 1.491029 
 146920000 ,0.454411 , 1.000000,  0.994640, 1.241873 
 147060000 ,0.445314 , 0.903711,  0.997414, 1.102217 
 147110000 ,0.541268 , 1.000000,  0.976736, 1.506364 
 147290000 ,0.275180 , 0.965790,  0.998795, 0.723732 
 147340000 ,0.422646 , 1.000000,  0.996427, 1.152992 
 147430000 ,0.589349 , 0.827111,  0.993291, 1.356768 
 147560000 ,0.488089 , 1.000000,  0.999726, 1.327126 
 147640000 ,0.620785 , 0.919866,  0.999032, 1.559031 
 147780000 ,0.486558 , 0.979901,  0.999194, 1.297330 
 147830000 ,0.350133 , 0.953432,  0.997477, 0.910753 
 147960000 ,0.637388 , 1.000000,  0.997507, 1.736930 
 148090000 ,0.465465 , 0.829533,  0.999885, 1.067084 
 148130000 ,0.445010 , 1.000000,  0.998254, 1.211779 
 148220000 ,0.431103 , 0.924527,  0.996973, 1.089969 
 148350000 ,0.526938 , 0.920096,  0.996850, 1.326545 
 148410000 ,0.547753 , 0.955038,  0.988801, 1.439605 
 148520000 ,0.506542 , 0.994280,  0.987928, 1.385801 
 148690000 ,0.580366 , 0.954172,  0.997949, 1.510030 
 148710000 ,0.425268 , 0.921817,  0.998493, 1.070675 
 148830000 ,0.402780 , 0.931061,  0.997325, 1.024673 
 148990000 ,0.510223 , 0.967938,  0.999016, 1.344490 
 149070000 ,0.505827 , 0.932938,  0.997555, 1.288947 
 149190000 ,0.397560 , 1.000000,  0.998149, 1.082683 
 149220000 ,0.543286 , 0.955721,  0.989730, 1.427500 
 149350000 ,0.614476 , 1.000000,  0.997862, 1.673899 
 149420000 ,0.414468 , 1.000000,  0.994624, 1.132731 
 149530000 ,0.654419 , 1.000000,  0.999362, 1.780029 
 149670000 ,0.636896 , 1.000000,  0.999248, 1.732566 
 149760000 ,0.522526 , 0.936710,  0.997831, 1.336162 
 149840000 ,0.473219 , 1.000000,  0.999496, 1.286990 
 149960000 ,0.524860 , 1.000000,  0.997669, 1.430051 
 150060000 ,0.448398 , 1.000000,  0.999390, 1.219616 
 150120000 ,0.548183 , 0.935001,  0.996544, 1.401184 
 150220000 ,0.420662 , 1.000000,  0.998455, 1.145247 
 150370000 ,0.500416 , 1.000000,  0.996957, 1.364422 
 150480000 ,0.550128 , 0.967135,  0.997619, 1.450509 
 150550000 ,0.565936 , 1.000000,  0.994430, 1.546991 
 150690000 ,0.475962 , 0.960227,  0.998363, 1.245390 
 150780000 ,0.546220 , 1.000000,  0.998452, 1.487083 
 150890000 ,0.566978 , 1.000000,  0.997538, 1.545009 
 150930000 ,0.453908 , 1.000000,  0.999094, 1.234968 
 151080000 ,0.546744 , 0.886329,  0.998490, 1.328520 
 151120000 ,0.648533 , 0.989640,  0.990994, 1.760583 
 151210000 ,0.357227 , 0.941482,  0.983967, 0.930775 
 151350000 ,0.518647 , 0.939710,  0.998088, 1.329885 
 151470000 ,0.340861 , 1.000000,  0.998778, 0.927689 
 151520000 ,0.530262 , 1.000000,  0.998012, 1.444272 
 151640000 ,0.557392 , 0.924734,  0.995620, 1.411479 
 151770000 ,0.400282 , 1.000000,  0.999690, 1.088416 
 151860000 ,0.411889 , 0.964378,  0.997237, 1.083442 
 151920000 ,0.619104 , 1.000000,  0.994330, 1.692497 
 152090000 ,0.650671 , 1.000000,  0.999225, 1.770078 
 152110000 ,0.568335 , 1.000000,  0.997145, 1.549317 
 152240000 ,0.570284 , 0.913563,  0.994762, 1.429313 
 152350000 ,0.453195 , 1.000000,  0.998480, 1.233788 
 152460000 ,0.498608 , 1.000000,  0.999532, 1.355991 
 152560000 ,0.417435 , 1.000000,  0.998367, 1.136563 
 152620000 ,0.520082 , 1.000000,  0.994180, 1.422005 
 152780000 ,0.418530 , 0.969425,  0.998043, 1.105588 
 152880000 ,0.523835 , 1.000000,  0.997285, 1.427807 
 152970000 ,0.435372 , 1.000000,  0.999018, 1.184628 
 153070000 ,0.433112 , 1.000000,  0.998057, 1.179614 
 153190000 ,0.521787 , 0.922569,  0.998146, 1.315122 
 153240000 ,0.462669 , 0.903967,  0.996376, 1.146661 
 153390000 ,0.596478 , 0.989297,  0.999453, 1.605014 
 153420000 ,0.550727 , 0.998206,  0.987813, 1.512785 
 153570000 ,0.415377 , 0.948796,  0.997440, 1.075507 
 153610000 ,0.544795 , 0.943611,  0.997602, 1.403075 
 153730000 ,0.486630 , 0.943432,  0.998720, 1.251649 
 153890000 ,0.610252 , 0.906875,  0.999642, 1.511873 
 153950000 ,0.516180 , 0.964876,  0.998560, 1.356650 
 154020000 ,0.470212 , 0.914647,  0.992964, 1.181914 
 154190000 ,0.457142 , 1.000000,  0.998888, 1.244025 
 154280000 ,0.384120 , 1.000000,  0.997237, 1.047040 
 154350000 ,0.510496 , 1.000000,  0.996666, 1.392314 
 154490000 ,0.525460 , 0.939377,  0.999455, 1.345063 
 154540000 ,0.640933 , 0.972670,  0.997802, 1.698999 
 154690000 ,0.525494 , 1.000000,  0.998791, 1.430170 
 154750000 ,0.449926 , 0.969747,  0.997095, 1.190037 
 154820000 ,0.492539 , 1.000000,  0.994519, 1.346237 
 154930000 ,0.549898 , 0.939270,  0.999285, 1.407709 
 155050000 ,0.449252 , 0.916546,  0.997004, 1.126794 
 155150000 ,0.355633 , 1.000000,  0.996497, 0.970109 
 155220000 ,0.548084 , 0.994890,  0.999029, 1.483694 
 155310000 ,0.544608 , 0.970981,  0.979737, 1.467796 
 155420000 ,0.593718 , 1.000000,  0.998046, 1.617053 
 155550000 ,0.444582 , 1.000000,  0.998516, 1.210294 
 155650000 ,0.688837 , 0.953205,  0.996438, 1.793237 
 155790000 ,0.567584 , 1.000000,  0.997736, 1.546353 
 155840000 ,0.489307 , 0.949639,  0.993698, 1.272769 
 155960000 ,0.472851 , 1.000000,  0.999121, 1.286473 
 156030000 ,0.543227 , 1.000000,  0.995626, 1.483130 
 156130000 ,0.464346 , 0.905335,  0.995805, 1.153052 
 156290000 ,0.437244 , 1.000000,  0.999900, 1.188672 
 156360000 ,0.476894 , 0.957293,  0.999722, 1.242481 
 156460000 ,0.429986 , 1.000000,  0.999218, 1.169739 
 156550000 ,0.417353 , 1.000000,  0.996719, 1.138218 
 156690000 ,0.455995 , 1.000000,  0.999458, 1.240195 
 156730000 ,0.477496 , 0.937401,  0.994184, 1.226340 
 156810000 ,0.384691 , 0.961165,  0.996602, 1.009298 
 156970000 ,0.472818 , 0.968741,  0.997115, 1.249302 
 157070000 ,0.640083 , 1.000000,  0.997728, 1.743889 
 157190000 ,0.572063 , 1.000000,  0.997887, 1.558321 
 157230000 ,0.314179 , 1.000000,  0.998733, 0.855110 
 157330000 ,0.551509 , 0.915890,  0.997855, 1.381183 
 157490000 ,0.493625 , 1.000000,  0.999269, 1.342794 
 157530000 ,0.637084 , 1.000000,  0.998280, 1.734758 
 157660000 ,0.628733 , 1.000000,  0.998082, 1.712358 
 157780000 ,0.519434 , 0.904105,  0.997554, 1.286002 
 157890000 ,0.512600 , 0.940380,  0.998134, 1.315199 
 157910000 ,0.512805 , 1.000000,  0.989052, 1.409379 
 158030000 ,0.563624 , 0.983733,  0.994492, 1.515718 
 158170000 ,0.452596 , 1.000000,  0.998769, 1.231800 
 158290000 ,0.534792 , 1.000000,  0.998253, 1.456259 
 158390000 ,0.477888 , 1.000000,  0.997868, 1.301810 
 158450000 ,0.591365 , 1.000000,  0.999868, 1.607709 
 158530000 ,0.516584 , 1.000000,  0.997412, 1.407865 
 158660000 ,0.447651 , 1.000000,  0.998603, 1.218543 
 158710000 ,0.617389 , 0.962569,  0.988274, 1.635760 
 158820000 ,0.260950 , 0.915948,  0.994053, 0.656054 
 158910000 ,0.503172 , 0.898669,  0.985485, 1.254162 
 159050000 ,0.511251 , 0.941976,  0.999775, 1.311679 
 159180000 ,0.473536 , 1.000000,  0.998767, 1.288794 
 159230000 ,0.449398 , 1.000000,  0.997286, 1.224915 
 159380000 ,0.480361 , 1.000000,  0.998700, 1.307457 
 159440000 ,0.523635 , 0.942063,  0.996942, 1.347384 
 159510000 ,0.279709 , 1.000000,  0.986717, 0.770563 
 159680000 ,0.446307 , 0.948924,  0.999497, 1.153359 
 159740000 ,0.494790 , 0.985685,  0.995442, 1.331934 
 159860000 ,0.393972 , 1.000000,  0.997258, 1.073871 
 159950000 ,0.568410 , 1.000000,  0.998175, 1.547925 
 160070000 ,0.630011 , 0.993638,  0.999566, 1.702425 
 160190000 ,0.439312 , 1.000000,  0.999518, 1.194749 
 160260000 ,0.354429 , 1.000000,  0.997776, 0.965584 
 160340000 ,0.452773 , 0.953746,  0.999820, 1.175347 
 160470000 ,0.417173 , 0.945372,  0.999502, 1.074242 
 160530000 ,0.660299 , 1.000000,  0.997012, 1.800258 
 160620000 ,0.413376 , 1.000000,  0.998666, 1.125173 
 160730000 ,0.478438 , 0.957401,  0.996683, 1.250439 
 160880000 ,0.477914 , 1.000000,  0.998090, 1.301590 
 160940000 ,0.412753 , 1.000000,  0.995923, 1.126572 
 161090000 ,0.426683 , 0.934954,  0.998045, 1.088931 
 161160000 ,0.501957 , 1.000000,  0.997810, 1.367457 
 161230000 ,0.368933 , 0.929746,  0.997688, 0.936992 
 161360000 ,0.586625 , 0.937651,  0.999192, 1.499438 
 161490000 ,0.468785 , 0.981527,  0.998403, 1.252968 
 161570000 ,0.449422 , 1.000000,  0.999757, 1.221953 
 161640000 ,0.397755 , 1.000000,  0.999609, 1.081633 
 161740000 ,0.573845 , 1.000000,  0.998146, 1.562771 
 161850000 ,0.416272 , 0.962352,  0.998342, 1.091546 
 161990000 ,0.408296 , 1.000000,  0.997740, 1.112379 
 162070000 ,0.560140 , 1.000000,  0.999910, 1.522756 
 162160000 ,0.589870 , 1.000000,  0.997398, 1.607616 
 162250000 ,0.564928 , 1.000000,  0.998674, 1.537673 
 162390000 ,0.405319 , 0.999399,  0.999259, 1.101924 
 162430000 ,0.368238 , 1.000000,  0.997858, 1.003125 
 162540000 ,0.459404 , 1.000000,  0.995813, 1.254040 
 162610000 ,0.471494 , 0.978389,  0.984606, 1.273864 
 162730000 ,0.591051 , 1.000000,  0.992398, 1.618949 
 162870000 ,0.575334 , 0.848580,  0.998361, 1.346375 
 162910000 ,0.541429 , 0.946005,  0.986351, 1.413692 
 163010000 ,0.558217 , 0.924884,  0.994856, 1.414864 
 163130000 ,0.535421 , 1.000000,  0.998254, 1.457969 
 163290000 ,0.580553 , 0.965803,  0.999071, 1.526471 
 163370000 ,0.576651 , 0.942802,  0.997886, 1.483495 
 163480000 ,0.720117 , 0.884826,  0.999063, 1.746163 
 163590000 ,0.511486 , 1.000000,  0.998756, 1.392094 
 163630000 ,0.566244 , 0.930936,  0.998761, 1.438276 
 163710000 ,0.462057 , 0.935647,  0.978928, 1.203069 
 163810000 ,0.590312 , 1.000000,  0.996308, 1.610579 
 163970000 ,0.473301 , 1.000000,  0.999715, 1.286931 
 164040000 ,0.540382 , 1.000000,  0.995003, 1.476288 
 164180000 ,0.534551 , 0.975171,  0.998182, 1.420008 
 164280000 ,0.462467 , 0.920684,  0.997587, 1.164068 
 164360000 ,0.644714 , 1.000000,  0.996392, 1.758860 
 164460000 ,0.614150 , 1.000000,  0.997331, 1.673898 
 164520000 ,0.534235 , 0.947701,  0.997010, 1.382338 
 164620000 ,0.620912 , 0.935700,  0.997631, 1.586462 
 164780000 ,0.609521 , 1.000000,  0.999870, 1.657066 
 164810000 ,0.412395 , 0.971716,  0.989430, 1.101386 
 164990000 ,0.618632 , 0.968804,  0.999573, 1.630660 
 165040000 ,0.439321 , 0.927107,  0.995357, 1.115425 
 165130000 ,0.446620 , 1.000000,  0.993254, 1.222285 
 165280000 ,0.628803 , 0.920339,  0.998690, 1.580455 
 165330000 ,0.499005 , 0.847813,  0.993363, 1.172727 
 165480000 ,0.557133 , 0.970414,  0.997739, 1.473625 
 165550000 ,0.382376 , 1.000000,  0.998719, 1.040739 
 165630000 ,0.522906 , 0.942926,  0.993206, 1.351736 
 165760000 ,0.544264 , 0.962152,  0.998346, 1.426875 
 165840000 ,0.538897 , 1.000000,  0.997685, 1.468274 
 165950000 ,0.306516 , 0.953117,  0.999072, 0.795775 
 166050000 ,0.513373 , 0.960378,  0.999218, 1.342331 
 166110000 ,0.662563 , 0.947207,  0.988776, 1.727812 
 166230000 ,0.544107 , 1.000000,  0.995536, 1.485668 
 166360000 ,0.607369 , 1.000000,  0.997791, 1.654656 
 166420000 ,0.593915 , 0.992472,  0.993936, 1.612095 
 166540000 ,0.575192 , 0.910302,  0.996340, 1.434643 
 166650000 ,0.504089 , 0.902268,  0.999889, 1.242812 
 166790000 ,0.531539 , 1.000000,  0.998933, 1.446417 
 166890000 ,0.414261 , 0.978927,  0.999862, 1.102749 
 166970000 ,0.542646 , 1.000000,  0.999230, 1.476200 
 167090000 ,0.273763 , 1.000000,  0.998529, 0.745260 
 167110000 ,0.360923 , 0.970227,  0.989333, 0.962580 
 167220000 ,0.602209 , 0.989019,  0.998050, 1.622259 
 167310000 ,0.602762 , 1.000000,  0.991625, 1.652317 
 167490000 ,0.540101 , 0.946602,  0.998376, 1.394071 
 167520000 ,0.408248 , 0.925481,  0.998548, 1.031541 
 167690000 ,0.534571 , 0.993328,  0.999413, 1.444301 
 167760000 ,0.382451 , 1.000000,  0.999677, 1.039945 
 167860000 ,0.583582 , 0.925103,  0.998190, 1.474538 
 167940000 ,0.613860 , 1.000000,  0.998245, 1.671578 
 168010000 ,0.418723 , 0.946456,  0.994565, 1.084762 
 168110000 ,0.624115 , 1.000000,  0.985484, 1.721511 
 168250000 ,0.429562 , 0.848639,  0.998872, 1.004790 
 168350000 ,0.507645 , 0.961170,  0.998513, 1.329344 
 168480000 ,0.466134 , 1.000000,  0.997933, 1.269708 
 168570000 ,0.391580 , 0.995484,  0.998576, 1.061140 
 168650000 ,0.395548 , 0.952898,  0.999800, 1.025945 
 168710000 ,0.347980 , 1.000000,  0.982227, 0.963023 
 168820000 ,0.447214 , 0.982673,  0.996504, 1.198963 
 168920000 ,0.549260 , 0.981616,  0.992590, 1.476789 
 169020000 ,0.487067 , 1.000000,  0.994481, 1.331333 
 169120000 ,0.439053 , 1.000000,  0.994892, 1.199597 
 169250000 ,0.553299 , 0.933359,  0.997127, 1.411114 
 169350000 ,0.352222 , 0.950109,  0.997365, 0.913251 
 169440000 ,0.542049 , 0.975868,  0.994987, 1.445557 
 169530000 ,0.536226 , 1.000000,  0.992141, 1.469158 
 169620000 ,0.443018 , 0.932649,  0.993423, 1.133265 
 169790000 ,0.624809 , 1.000000,  0.999749, 1.698832 
 169810000 ,0.528346 , 1.000000,  0.990771, 1.449572 
 169940000 ,0.492518 , 0.967337,  0.996989, 1.299695 
 170020000 ,0.381505 , 0.966011,  0.999358, 1.003026 
 170120000 ,0.545976 , 1.000000,  0.987571, 1.502796 
 170280000 ,0.402967 , 0.941667,  0.998284, 1.035086 
 170350000 ,0.404114 , 0.936065,  0.998023, 1.032502 
 170470000 ,0.524737 , 0.964046,  0.998669, 1.377843 
 170530000 ,0.669042 , 1.000000,  0.996856, 1.824381 
 170650000 ,0.489619 , 0.906385,  0.994927, 1.218161 
 170750000 ,0.416232 , 0.945396,  0.998799, 1.072600 
 170890000 ,0.411453 , 1.000000,  0.998106, 1.120569 
 170980000 ,0.314678 , 1.000000,  0.998070, 0.857038 
 171010000 ,0.676019 , 0.943870,  0.989353, 1.756003 
 171190000 ,0.516283 , 0.952692,  0.998363, 1.340752 
 171210000 ,0.471397 , 1.000000,  0.997339, 1.284809 
 171340000 ,0.444814 , 1.000000,  0.997599, 1.212041 
 171470000 ,0.627049 , 1.000000,  0.997945, 1.708005 
 171540000 ,0.505784 , 0.973335,  0.996233, 1.343749 
 171640000 ,0.539104 , 0.943808,  0.996505, 1.390220 
 171780000 ,0.500025 , 0.971836,  0.999281, 1.322413 
 171840000 ,0.538286 , 0.962816,  0.998418, 1.412039 
 171970000 ,0.484569 , 1.000000,  0.999459, 1.317910 
 172020000 ,0.579224 , 0.924790,  1.000000, 1.460420 
 172130000 ,0.485779 , 0.933806,  0.996801, 1.239873 
 172250000 ,0.576735 , 1.000000,  0.998326, 1.570358 
 172380000 ,0.444373 , 0.941815,  0.997954, 1.141989 
 172460000 ,0.466694 , 1.000000,  0.999151, 1.269684 
 172560000 ,0.512104 , 0.981912,  0.998013, 1.369811 
 172660000 ,0.637375 , 0.992762,  0.998986, 1.721816 
 172710000 ,0.550930 , 1.000000,  0.964329, 1.552979 
 172880000 ,0.532134 , 0.934523,  0.998215, 1.357236 
 172960000 ,0.462239 , 0.883784,  0.996715, 1.122323 
 173030000 ,0.563990 , 0.968749,  0.998308, 1.488433 
 173160000 ,0.403001 , 0.929628,  0.999037, 1.022013 
 173250000 ,0.486002 , 1.000000,  0.998812, 1.322662 
 173340000 ,0.587903 , 1.000000,  0.997610, 1.601914 
 173480000 ,0.510690 , 0.921949,  0.998327, 1.286121 
 173550000 ,0.653575 , 1.000000,  0.998955, 1.778461 
 173620000 ,0.625562 , 1.000000,  0.992838, 1.712721 
 173770000 ,0.520765 , 1.000000,  0.997865, 1.418614 
 173870000 ,0.457497 , 1.000000,  0.998411, 1.245586 
 173920000 ,0.431875 , 0.919395,  0.989502, 1.094535 
 174080000 ,0.466746 , 0.955162,  0.998880, 1.214476 
 174170000 ,0.561043 , 0.909948,  0.999797, 1.394024 
 174280000 ,0.514875 , 0.848088,  0.999084, 1.203428 
 174330000 ,0.490292 , 1.000000,  0.999313, 1.333667 
 174410000 ,0.543839 , 1.000000,  0.982975, 1.503912 
 174510000 ,0.453879 , 1.000000,  0.991090, 1.244861 
 174630000 ,0.540219 , 0.954920,  0.997017, 1.407939 
 174750000 ,0.586644 , 0.998025,  0.996756, 1.596696 
 174850000 ,0.511039 , 0.998922,  0.998560, 1.389654 
 174940000 ,0.623085 , 1.000000,  0.998778, 1.695794 
 175030000 ,0.500706 , 0.969200,  0.997036, 1.323700 
 175110000 ,0.466856 , 0.928317,  0.981668, 1.203320 
 175250000 ,0.436157 , 1.000000,  0.997959, 1.188022 
 175360000 ,0.494709 , 0.849284,  0.999952, 1.156671 
 175460000 ,0.435592 , 1.000000,  0.998271, 1.186112 
 175510000 ,0.603720 , 0.929025,  0.992855, 1.539644 
 175650000 ,0.621014 , 1.000000,  0.997303, 1.692658 
 175710000 ,0.660114 , 1.000000,  0.999705, 1.794907 
 175880000 ,0.443891 , 0.979858,  0.998590, 1.184229 
 175930000 ,0.329575 , 1.000000,  0.996525, 0.899002 
 176050000 ,0.379133 , 1.000000,  0.999927, 1.030666 
 176150000 ,0.486902 , 1.000000,  0.999681, 1.323959 
 176280000 ,0.482586 , 0.987787,  0.999448, 1.296596 
 176330000 ,0.605675 , 1.000000,  0.995907, 1.653162 
 176440000 ,0.389426 , 1.000000,  0.995287, 1.063582 
 176560000 ,0.517088 , 1.000000,  0.997732, 1.408785 
 176630000 ,0.486363 , 1.000000,  0.997551, 1.325317 
 176710000 ,0.620695 , 1.000000,  0.998447, 1.689848 
 176870000 ,0.516882 , 0.910969,  0.997782, 1.288202 
 176930000 ,0.523250 , 1.000000,  0.988595, 1.438750 
 177080000 ,0.461517 , 1.000000,  0.999705, 1.254903 
 177190000 ,0.396466 , 0.941827,  0.998872, 1.017951 
 177210000 ,0.405181 , 0.914370,  0.998083, 1.012952 
 177360000 ,0.625538 , 1.000000,  0.995948, 1.707308 
 177480000 ,0.536336 , 1.000000,  0.998811, 1.459647 
 177540000 ,0.417748 , 0.930318,  0.997144, 1.062156 
 177660000 ,0.382617 , 0.927774,  0.997071, 0.970432 
 177770000 ,0.449729 , 1.000000,  0.998319, 1.224548 
 177820000 ,0.321084 , 1.000000,  0.990914, 0.880801 
 177990000 ,0.448248 , 0.961384,  0.999667, 1.172699 
 178070000 ,0.406358 , 0.905286,  0.998592, 1.006193 
 178160000 ,0.611086 , 0.972359,  0.999442, 1.616720 
 178240000 ,0.579998 , 0.944377,  0.994305, 1.499839 
 178310000 ,0.537181 , 0.861024,  0.977892, 1.299474 
 178460000 ,0.629175 , 0.987248,  0.997344, 1.693101 
 178590000 ,0.440210 , 0.982787,  0.997932, 1.178632 
 178650000 ,0.418472 , 0.977845,  0.996404, 1.116616 
 178770000 ,0.495548 , 0.921465,  0.996848, 1.249234 
 178880000 ,0.621890 , 0.951300,  0.997992, 1.613359 
 178950000 ,0.464707 , 0.937326,  0.999112, 1.187517 
 179080000 ,0.440896 , 1.000000,  0.999682, 1.198862 
 179110000 ,0.355859 , 1.000000,  0.985266, 0.981791 
 179240000 ,0.630888 , 0.964970,  0.996638, 1.661483 
 179350000 ,0.461001 , 1.000000,  0.997075, 1.256807 
 179420000 ,0.447791 , 0.916526,  0.999413, 1.120399 
 179510000 ,0.480941 , 0.999349,  0.996285, 1.311355 
 179660000 ,0.522442 , 0.999425,  0.997414, 1.423007 
 179750000 ,0.649795 , 1.000000,  0.999502, 1.767206 
 179860000 ,0.550941 , 0.947410,  0.999035, 1.422262 
 179990000 ,0.531468 , 1.000000,  0.998328, 1.447100 
 180050000 ,0.598376 , 1.000000,  0.999625, 1.627166 
 180180000 ,0.508532 , 0.950840,  0.998928, 1.317433 
 180230000 ,0.533732 , 0.927513,  0.996559, 1.354049 
 180350000 ,0.498294 , 1.000000,  0.999849, 1.354708 
 180490000 ,0.343430 , 0.976333,  0.998733, 0.912861 
 180570000 ,0.538074 , 0.933395,  0.998676, 1.370205 
 180640000 ,0.607791 , 0.935731,  0.997310, 1.553483 
 180740000 ,0.391962 , 0.975026,  0.996215, 1.043133 
 180890000 ,0.388725 , 0.878437,  0.999565, 0.936120 
 180960000 ,0.578512 , 0.989829,  0.997944, 1.559853 
 181010000 ,0.510004 , 0.873090,  0.985579, 1.238968 
 181170000 ,0.710404 , 0.995169,  0.999946, 1.921876 
 181240000 ,0.468143 , 0.889750,  0.998740, 1.141142 
 181360000 ,0.618945 , 0.952052,  0.999312, 1.604804 
 181410000 ,0.525617 , 0.974510,  0.980391, 1.420673 
 181590000 ,0.393257 , 0.998728,  0.999133, 1.068552 
 181660000 ,0.452772 , 1.000000,  0.995756, 1.236008 
 181750000 ,0.531732 , 1.000000,  0.998373, 1.447754 
 181830000 ,0.448913 , 1.000000,  0.997308, 1.223566 
 181910000 ,0.693577 , 1.000000,  0.987039, 1.910096 
 182010000 ,0.583915 , 1.000000,  0.987254, 1.607739 
 182110000 ,0.408235 , 1.000000,  0.993235, 1.117256 
 182270000 ,0.447428 , 0.977516,  0.998664, 1.190784 
 182310000 ,0.585735 , 0.974140,  0.998065, 1.554556 
 182440000 ,0.718950 , 0.915019,  0.999961, 1.795162 
 182520000 ,0.428467 , 0.874644,  0.997029, 1.030535 
 182680000 ,0.478058 , 1.000000,  0.998971, 1.300835 
 182780000 ,0.536712 , 0.949385,  0.998283, 1.389314 
 182890000 ,0.352119 , 1.000000,  0.998952, 0.958163 
 182940000 ,0.576726 , 0.938890,  0.993966, 1.483723 
 183060000 ,0.456548 , 0.974012,  0.995794, 1.214296 
 183160000 ,0.477070 , 1.000000,  0.998397, 1.298892 
 183260000 ,0.495202 , 0.988377,  0.997877, 1.333373 
 183320000 ,0.462133 , 1.000000,  0.998160, 1.258523 
 183430000 ,0.511578 , 0.942490,  0.997106, 1.316705 
 183560000 ,0.307102 , 0.997785,  0.998401, 0.834278 
 183620000 ,0.557698 , 0.934934,  0.992724, 1.430895 
 183740000 ,0.429275 , 1.000000,  0.999249, 1.167768 
 183820000 ,0.375225 , 1.000000,  0.993321, 1.026825 
 183980000 ,0.576044 , 0.952117,  0.997857, 1.495844 
 184030000 ,0.444277 , 1.000000,  0.993878, 1.215108 
 184120000 ,0.416745 , 1.000000,  0.987573, 1.147084 
 184250000 ,0.463804 , 1.000000,  0.995729, 1.266156 
 184350000 ,0.504561 , 0.944343,  0.996840, 1.301402 
 184450000 ,0.417504 , 0.991926,  0.997331, 1.128781 
 184580000 ,0.496395 , 0.945698,  0.998071, 1.280493 
 184650000 ,0.587479 , 1.000000,  0.999789, 1.597270 
 184740000 ,0.562181 , 0.982414,  0.997902, 1.504685 
 184850000 ,0.460377 , 0.936940,  0.998407, 1.176831 
 184910000 ,0.429912 , 1.000000,  0.973520, 1.200408 
 185090000 ,0.570701 , 0.904986,  0.999704, 1.411132 
 185120000 ,0.396034 , 0.946879,  0.996416, 1.024509 
 185280000 ,0.476739 , 1.000000,  0.998810, 1.297454 
 185340000 ,0.375769 , 1.000000,  0.996183, 1.025359 
 185490000 ,0.584087 , 1.000000,  0.998461, 1.590162 
 185530000 ,0.523177 , 0.996604,  0.996426, 1.422403 
 185650000 ,0.616588 , 0.959654,  0.999180, 1.611104 
 185710000 ,0.498633 , 0.974060,  0.995783, 1.326311 
 185890000 ,0.523499 , 1.000000,  0.998328, 1.425401 
 185930000 ,0.604254 , 0.951837,  0.994578, 1.573832 
 186020000 ,0.689694 , 1.000000,  0.992957, 1.888082 
 186120000 ,0.453624 , 0.937585,  0.995565, 1.163628 
 186210000 ,0.504928 , 0.955863,  0.999213, 1.314309 
 186340000 ,0.401094 , 1.000000,  0.997385, 1.093147 
 186460000 ,0.445928 , 1.000000,  0.998534, 1.213938 
 186590000 ,0.522987 , 0.939775,  0.998888, 1.340027 
 186670000 ,0.512437 , 1.000000,  0.999475, 1.393680 
 186740000 ,0.659694 , 0.972024,  0.996953, 1.749090 
 186810000 ,0.421050 , 0.991806,  0.995281, 1.140575 
 186910000 ,0.286469 , 0.929435,  0.992968, 0.730787 
 187030000 ,0.511086 , 0.925753,  0.993763, 1.297957 
